0	4	7	770
0	4	17	810
0	4	19	810
0	4	19	900
0	4	20	900
1	2	11	600
1	2	17	700
1	2	17	800
1	2	20	800
1	2	21	1000
2	4	6	1200
2	4	7	750
2	4	16	800
2	4	19	800
2	4	20	900
3	2	8	833
3	2	15	833
3	2	17	1000
3	2	19	800
3	2	20	1000
4	4	20	1100
4	4	17	950
4	4	19	800
4	4	15	700
4	4	20	690
